chr start end mid COcount NCOcount SNPcount cross Introgression
14 580001 6e+05 590000.5 2 5 301 fermentation 1
14 600001 620000 610000.5 0 1 71 fermentation 0
14 620001 640000 630000.5 9 3 58 fermentation 0
14 640001 660000 650000.5 15 3 41 fermentation 0
14 660001 680000 670000.5 10 2 54 fermentation 0
14 680001 7e+05 690000.5 11 1 39 fermentation 0
14 700001 720000 710000.5 13 0 12 fermentation 0
14 720001 740000 730000.5 1 15 38 fermentation 0
14 740001 760000 750000.5 0 0 0 fermentation 0
15 1 20000 10000.5 2.6667 0 1 fermentation 0
15 20001 40000 30000.5 5.3333 0 0 fermentation 0
15 40001 60000 50000.5 5.3333 0 0 fermentation 0
15 60001 80000 70000.5 5.6667 0 39 fermentation 0
15 80001 1e+05 90000.5 7 0 41 fermentation 0
15 100001 120000 110000.5 8 3 67 fermentation 0
15 120001 140000 130000.5 8.1667 1 52 fermentation 0
15 140001 160000 150000.5 6.3333 0 0 fermentation 0
15 160001 180000 170000.5 6.3333 0 0 fermentation 0
15 180001 2e+05 190000.5 7.1667 1 12 fermentation 0
15 200001 220000 210000.5 9 0 51 fermentation 0
15 220001 240000 230000.5 2 1 34 fermentation 0
15 240001 260000 250000.5 7 3 68 fermentation 0
15 260001 280000 270000.5 9 0 7 fermentation 0
15 280001 3e+05 290000.5 2 1 53 fermentation 0
15 300001 320000 310000.5 2 2 60 fermentation 0
15 320001 340000 330000.5 0 1 67 fermentation 0
15 340001 360000 350000.5 13 0 33 fermentation 0
15 360001 380000 370000.5 0 13 777 fermentation 1
15 380001 4e+05 390000.5 1 25 1108 fermentation 1
15 400001 420000 410000.5 2 23 1077 fermentation 1
15 420001 440000 430000.5 4.25 26 795 fermentation 1
15 440001 460000 450000.5 8.5 0 0 fermentation 0
15 460001 480000 470000.5 7.25 1 20 fermentation 0
15 480001 5e+05 490000.5 2 0 0 fermentation 0
15 500001 520000 510000.5 3 0 16 fermentation 0
15 520001 540000 530000.5 5 3 73 fermentation 0
15 540001 560000 550000.5 4 4 52 fermentation 0
15 560001 580000 570000.5 2 1 27 fermentation 0
15 580001 6e+05 590000.5 5 1 46 fermentation 0
15 600001 620000 610000.5 1 1 59 fermentation 0
15 620001 640000 630000.5 6 0 29 fermentation 0
15 640001 660000 650000.5 4 0 35 fermentation 0
15 660001 680000 670000.5 5 1 16 fermentation 0
15 680001 7e+05 690000.5 15 2 27 fermentation 0
15 700001 720000 710000.5 8.75 4 68 fermentation 0
15 720001 740000 730000.5 9.5 0 0 fermentation 0
15 740001 760000 750000.5 4.75 0 6 fermentation 0
15 760001 780000 770000.5 0 0 0 fermentation 0
16 1 20000 10000.5 0 1 67 fermentation 0
16 20001 40000 30000.5 45 0 3 fermentation 0
16 40001 60000 50000.5 13.25 0 7 fermentation 0
16 60001 80000 70000.5 4.5 0 0 fermentation 0
16 80001 1e+05 90000.5 17.25 0 12 fermentation 0
16 100001 120000 110000.5 1 0 2 fermentation 0
16 120001 140000 130000.5 12 0 9 fermentation 0
16 140001 160000 150000.5 1.875 0 1 fermentation 0
16 160001 180000 170000.5 3.75 0 0 fermentation 0
16 180001 2e+05 190000.5 3.75 0 0 fermentation 0
16 200001 220000 210000.5 3.75 0 0 fermentation 0
16 220001 240000 230000.5 6.875 3 46 fermentation 0
16 240001 260000 250000.5 2 0 39 fermentation 0
16 260001 280000 270000.5 2 0 16 fermentation 0
16 280001 3e+05 290000.5 3 2 46 fermentation 0
16 300001 320000 310000.5 1 2 52 fermentation 0
16 320001 340000 330000.5 1 0 32 fermentation 0
16 340001 360000 350000.5 5 1 27 fermentation 0
16 360001 380000 370000.5 4 0 49 fermentation 0
16 380001 4e+05 390000.5 8 3 88 fermentation 0
16 400001 420000 410000.5 1 1 15 fermentation 0
16 420001 440000 430000.5 4 3 81 fermentation 0
16 440001 460000 450000.5 3 1 48 fermentation 0
16 460001 480000 470000.5 16 3 13 fermentation 0
16 480001 5e+05 490000.5 10 0 0 fermentation 0
16 500001 520000 510000.5 7 0 1 fermentation 0
16 520001 540000 530000.5 7 1 38 fermentation 0
16 540001 560000 550000.5 1 0 53 fermentation 0
16 560001 580000 570000.5 3.3333 0 7 fermentation 0
16 580001 6e+05 590000.5 2.6667 0 0 fermentation 0
16 600001 620000 610000.5 2.6667 0 0 fermentation 0
16 620001 640000 630000.5 3.3333 0 1 fermentation 0
16 640001 660000 650000.5 4 1 291 fermentation 0
16 660001 680000 670000.5 2 3 93 fermentation 0
16 680001 7e+05 690000.5 11 0 47 fermentation 0
16 700001 720000 710000.5 10 1 46 fermentation 0
16 720001 740000 730000.5 1 1 44 fermentation 0
16 740001 760000 750000.5 1 1 35 fermentation 0
16 760001 780000 770000.5 6.5 0 1 fermentation 0
16 780001 8e+05 790000.5 9 0 0 fermentation 0
16 800001 820000 810000.5 7.5 0 5 fermentation 0
16 820001 840000 830000.5 12 7 70 fermentation 0
16 840001 860000 850000.5 4 2 42 fermentation 0
16 860001 880000 870000.5 4 1 48 fermentation 0
16 880001 9e+05 890000.5 3 1 12 fermentation 0
16 900001 920000 910000.5 0 0 0 fermentation 0
