tetrad	chr	pos(bp)	tract_type	tract_len	tract_min_len	tract_max_len	marker	YJM_SNP	chromatids	of_tract	snp_start_out	snp_start_in	snp_end_in	snp_end_out
24	2	1017406.0	0	1234.0	0	2468	1	1	2	1	1015884	1017694	1017694	1018352
24	2	1019072.5	6	782.0	1	1563	2	1	2	1	1018357	1019006	1019007	1019920
24	2	1097349.25	0	2855.5	1058	4653	2	1	2	1	1094365	1097478	1098536	1099018
24	2	1272984.0	6	390.0	52	728	2	3	2	1	1272465	1273113	1273165	1273193
24	2	1275219.75	0	212.5	0	425	1	3	2	1	1275003	1275224	1275224	1275428
24	2	1276949.75	0	622.5	54	1191	2	3	2	1	1276142	1277135	1277189	1277333
24	2	1283333.25	0	1315.5	0	2631	1	3	2	1	1281688	1283663	1283663	1284319
24	2	35227.0	2	366.0	0	0	1	0	0	1	34774	35314	35314	35506
24	2	1023947.5	1	1566.0	252	2880	2	3	0	1	1022442	1023887	1024139	1025322
24	2	1023947.5	8	1566.0	252	2880	2	3	0	1	1022442	1023887	1024139	1025322
24	3	51475.5	0	548.0	0	1096	1	3	2	1	51078	51325	51325	52174
24	3	61107.5	0	412.0	50	774	2	3	2	1	60600	61203	61253	61374
24	3	76262.75	0	1005.5	4	2007	2	3	2	1	75384	76136	76140	77391
24	3	83216.75	0	1119.5	0	2239	1	3	2	1	81736	83578	83578	83975
24	3	85556.25	0	1237.5	0	2475	1	3	2	1	84317	85558	85558	86792
24	3	111348.5	0	356.0	3	709	2	3	2	1	110936	111405	111408	111645
24	3	238542.0	0	714.0	0	1428	1	1	2	1	237499	238871	238871	238927
24	3	242326.5	0	288.0	0	576	1	1	2	1	242088	242277	242277	242664
24	3	248670.0	0	144.0	50	238	2	1	2	1	248589	248607	248657	248827
24	3	260569.5	0	114.0	0	228	1	1	0	1	260494	260531	260531	260722
24	3	261826.25	0	572.5	93	1052	2	3	3	1	261447	261633	261726	262499
24	3	260466.0	2	93.0	0	0	2	0	0	1	260349	260490	260494	260531
24	4	196.5	0	29.0	4	54	2	1	0	1	159	205	209	213
24	4	299327.0	0	5072.0	4241	5903	28	3	2	1	296162	297420	301661	302065
24	4	827572.75	0	144.5	24	265	2	3	1	1	827466	827535	827559	827731
24	4	880794.25	0	130.5	90	171	5	1	2	1	880705	880753	880843	880876
24	4	888435.0	0	93.0	36	150	4	3	1	1	888348	888429	888465	888498
24	4	898970.0	0	8.0	3	13	2	1	2	1	898965	898967	898970	898978
24	4	903060.25	0	14.5	0	29	1	1	2	1	903052	903054	903054	903081
24	4	911032.75	0	22.5	0	45	1	1	2	1	911008	911035	911035	911053
24	4	912353.75	0	34.5	0	69	1	3	1	1	912320	912353	912353	912389
24	4	941053.25	0	16.5	1	32	2	3	1	1	941043	941047	941048	941075
24	4	942896.5	0	32.0	0	64	1	1	3	1	942860	942901	942901	942924
24	4	946894.5	0	19.0	0	38	1	1	2	1	946884	946886	946886	946922
24	4	954710.5	0	46.0	0	92	1	3	1	1	954647	954728	954728	954739
24	4	960788.0	0	21.0	1	41	2	1	2	1	960768	960787	960788	960809
24	4	971532.25	0	70.5	0	141	1	1	2	1	971452	971542	971542	971593
24	4	974085.25	0	8.5	0	17	1	1	2	1	974079	974083	974083	974096
24	4	974145.5	0	97.0	0	194	1	1	2	1	974096	974098	974098	974290
24	4	868675.75	2	53.5	0	0	1	0	0	1	868611	868687	868687	868718
24	4	915741.75	2	4.5	0	0	1	0	0	1	915738	915741	915741	915747
24	4	933947.5	2	2.0	0	0	1	0	0	1	933946	933947	933947	933950
24	4	962739.5	2	15.0	0	0	1	0	0	1	962718	962746	962746	962748
24	4	91.0	4	182.0	0	0	2	0	0	1	148	159	159	205
24	4	305159.0	1	740.0	152	1328	3	3	0	1	304725	304853	305005	306053
24	4	775281.5	1	6056.0	0	12112	1	1	0	1	771875	772632	772632	783987
24	4	117868.25	1	5315.5	4258	6373	8	1	0	1	114314	116107	120365	120687
24	4	305159.0	10	740.0	152	1328	3	3	0	1	304725	304853	305005	306053
24	4	775281.5	10	6056.0	0	12112	1	1	0	1	771875	772632	772632	783987
24	4	117868.25	10	5315.5	4258	6373	8	1	0	1	114314	116107	120365	120687
24	5	116324.25	0	1770.5	1	3540	2	1	2	1	113686	117192	117193	117226
24	5	117266.25	0	36.5	0	73	1	1	2	1	117226	117270	117270	117299
24	5	159825.25	0	507.5	0	1015	1	1	2	1	159264	159879	159879	160279
24	5	161774.5	0	286.0	0	572	1	1	2	1	161457	161806	161806	162029
24	5	435729.25	0	512.5	0	1025	1	1	2	1	435161	435785	435785	436186
24	5	475388.5	0	1198.0	0	2396	1	3	2	1	473624	475955	475955	476020
24	5	485078.25	0	34.5	0	69	1	3	2	1	485040	485082	485082	485109
24	5	489053.25	0	44.5	0	89	1	3	2	1	489021	489041	489041	489110
24	5	512251.5	0	1922.0	0	3844	1	3	2	1	509373	513208	513208	513217
24	5	442488.25	1	363.5	27	700	2	3	0	1	442221	442392	442419	442921
24	5	46563.25	1	187.5	0	375	1	1	0	1	46381	46558	46558	46756
24	5	442488.25	10	363.5	27	700	2	3	0	1	442221	442392	442419	442921
24	5	46563.25	10	187.5	0	375	1	1	0	1	46381	46558	46558	46756
24	6	26491.5	0	90.0	19	161	5	3	3	1	26422	26471	26490	26583
24	6	47234.25	0	137.5	65	210	8	1	2	1	47146	47185	47250	47356
24	6	53886.25	0	7.5	0	15	1	1	2	1	53876	53889	53889	53891
24	6	84131.5	0	224.0	42	406	2	1	2	1	83900	84139	84181	84306
24	6	108508.5	0	656.0	0	1312	1	1	2	1	107886	108475	108475	109198
24	6	132532.25	0	275.5	0	551	1	1	2	1	132316	132473	132473	132867
24	6	133294.5	0	616.0	541	691	6	1	2	1	132928	133045	133586	133619
24	6	226299.25	0	4.5	0	9	1	3	2	1	226294	226300	226300	226303
24	6	232947.25	0	91.5	0	183	1	3	2	1	232846	232957	232957	233029
24	6	51700.25	2	299.5	0	0	2	4	0	1	51515	51586	51611	52089
24	6	199218.25	2	7991.5	0	0	6	4	0	1	193947	196498	197209	209219
24	7	50767.5	0	3.0	0	6	1	1	3	1	50764	50768	50768	50770
24	7	73423.75	0	357.5	0	715	1	3	1	1	73177	73313	73313	73892
24	7	152959.5	0	179.0	0	358	1	1	2	1	152820	152920	152920	153178
24	7	153849.75	0	434.5	0	869	1	1	2	1	153400	153865	153865	154269
24	7	154400.25	0	106.5	0	213	1	1	2	1	154269	154425	154425	154482
24	7	320695.0	0	62.0	0	124	1	3	1	1	320630	320698	320698	320754
24	7	325053.25	0	1545.5	0	3091	1	1	2	1	323356	325205	325205	326447
24	7	405367.0	0	1215.0	0	2430	1	1	2	1	403809	405710	405710	406239
24	7	407533.5	0	992.0	0	1984	1	1	2	1	406757	407318	407318	408741
24	7	415325.25	0	229.5	0	459	1	1	2	1	415126	415295	415295	415585
24	7	475589.25	0	43.5	0	87	1	1	2	1	475556	475579	475579	475643
24	7	476625.75	0	89.5	34	145	4	1	2	1	476527	476635	476669	476672
24	7	482700.25	0	108.5	56	161	4	1	2	1	482624	482668	482724	482785
24	7	483076.75	0	176.5	0	353	1	1	2	1	482936	483041	483041	483289
24	7	483576.0	0	79.0	0	158	1	1	2	1	483526	483547	483547	483684
24	7	490062.75	0	77.5	55	100	2	1	2	1	490003	490045	490100	490103
24	7	490572.5	0	129.0	0	258	1	1	2	1	490454	490562	490562	490712
24	7	492008.5	0	142.0	63	221	2	1	2	1	491872	492003	492066	492093
24	7	494190.0	0	35.0	0	70	1	1	2	1	494160	494185	494185	494230
24	7	497988.75	0	71.5	0	143	1	1	2	1	497916	497990	497990	498059
24	7	498237.5	0	75.0	9	141	2	1	2	1	498155	498245	498254	498296
24	7	500246.5	0	18.0	0	36	1	1	2	1	500230	500245	500245	500266
24	7	500703.5	0	58.0	0	116	1	1	2	1	500669	500680	500680	500785
24	7	501978.5	0	120.0	0	240	1	1	2	1	501848	501989	501989	502088
24	7	502396.75	0	91.5	37	146	3	1	2	1	502335	502367	502404	502481
24	7	502789.0	0	88.0	0	176	1	1	2	1	502694	502796	502796	502870
24	7	504806.75	0	98.5	0	197	1	1	2	1	504679	504836	504836	504876
24	7	514536.5	0	61.0	0	122	1	1	2	1	514457	514555	514555	514579
24	7	515101.0	0	190.0	56	324	4	1	2	1	514987	515025	515081	515311
24	7	518001.25	0	151.5	0	303	1	1	2	1	517788	518063	518063	518091
24	7	518480.5	0	125.0	33	217	2	1	2	1	518338	518498	518531	518555
24	7	521427.5	0	10.0	3	17	2	3	1	1	521419	521426	521429	521436
24	7	522569.0	0	116.0	0	232	1	1	2	1	522506	522516	522516	522738
24	7	561829.75	0	7966.5	0	15933	1	1	2	1	552088	563605	563605	568021
24	7	568786.75	0	718.5	0	1437	1	1	2	1	568021	568834	568834	569458
24	7	584292.75	6	25.5	0	51	1	1	2	1	584271	584289	584289	584322
24	7	593017.0	6	416.0	100	732	3	1	2	1	592538	593080	593180	593270
24	7	595188.0	0	197.0	0	394	1	1	1	1	594972	595207	595207	595366
24	7	611010.75	0	539.5	0	1079	1	1	2	1	610260	611222	611222	611339
24	7	636690.25	0	73.5	0	147	1	1	2	1	636653	636654	636654	636800
24	7	636859.75	0	65.5	0	131	1	1	2	1	636800	636854	636854	636931
24	7	646079.5	0	421.0	0	842	1	1	2	1	645729	646009	646009	646571
24	7	659475.5	0	202.0	65	339	2	1	2	1	659326	659423	659488	659665
24	7	661342.75	0	88.5	0	177	1	1	2	1	661282	661315	661315	661459
24	7	661810.0	0	213.0	0	426	1	1	2	1	661555	661852	661852	661981
24	7	679533.0	0	2113.0	1553	2673	2	1	0	1	678203	678750	680303	680876
24	7	695635.5	0	443.0	0	886	1	1	2	1	695080	695748	695748	695966
24	7	718244.25	0	111.5	0	223	1	1	2	1	718144	718233	718233	718367
24	7	718462.75	0	78.5	0	157	1	1	2	1	718367	718480	718480	718524
24	7	785131.0	0	81.0	0	162	1	1	2	1	785083	785098	785098	785245
24	7	793093.0	0	1087.0	0	2174	1	1	1	1	791652	793447	793447	793826
24	7	800620.0	0	442.0	0	884	1	1	2	1	800283	800515	800515	801167
24	7	869088.0	0	255.0	0	510	1	1	2	1	868910	869011	869011	869420
24	7	881218.0	0	744.0	0	1488	1	1	2	1	880546	881146	881146	882034
24	7	884245.5	0	186.0	24	348	3	1	2	1	884076	884229	884253	884424
24	7	898998.75	0	229.5	46	413	2	1	2	1	898796	898972	899018	899209
24	7	904467.5	0	623.0	0	1246	1	1	2	1	903660	904652	904652	904906
24	7	906370.5	0	109.0	0	218	1	1	2	1	906261	906371	906371	906479
24	7	910513.0	0	147.0	0	294	1	1	2	1	910411	910468	910468	910705
24	7	910828.0	0	111.0	0	222	1	1	2	1	910726	910819	910819	910948
24	7	914738.0	0	29.0	0	58	1	1	1	1	914700	914747	914747	914758
24	7	917294.75	0	174.5	21	328	2	1	2	1	917079	917336	917357	917407
24	7	927457.0	0	480.0	0	960	1	1	2	1	927118	927316	927316	928078
24	7	968895.75	0	600.5	0	1201	1	1	1	1	968123	969068	969068	969324
24	7	971026.0	0	1623.0	0	3246	1	1	1	1	969469	970960	970960	972715
24	7	440438.75	2	1218.5	0	0	3	0	0	1	438732	440927	440957	441139
24	7	678157.25	2	638.5	0	0	1	0	0	1	677473	678203	678203	678750
24	7	943946.75	1	2827.5	1161	4494	6	1	0	1	941482	943584	944745	945976
24	7	588230.25	1	1320.5	195	2446	3	1	0	1	586980	588160	588355	589426
24	7	943946.75	10	2827.5	1161	4494	6	1	0	1	941482	943584	944745	945976
24	7	588230.25	8	1320.5	195	2446	3	1	0	1	586980	588160	588355	589426
24	8	148867.25	0	127.5	0	255	1	3	2	1	148720	148887	148887	148975
24	8	182883.75	0	2235.5	0	4471	1	3	2	1	179709	183823	183823	184180
24	8	279840.75	0	358.5	5	712	2	3	2	1	279659	279664	279669	280371
24	8	518987.0	0	23.0	0	46	1	1	2	1	518954	518997	518997	519000
24	8	519395.75	0	782.5	47	1518	3	1	2	1	519000	519009	519056	520518
24	8	552818.5	0	1030.0	0	2060	1	1	1	1	551506	553101	553101	553566
24	8	557525.25	0	775.5	0	1551	1	1	2	1	556824	557451	557451	558375
24	8	584400.5	0	1097.0	72	2122	4	1	2	1	582935	584769	584841	585057
24	8	519001.5	2	6.0	0	0	1	4	0	1	518997	519000	519000	519009
24	8	675866.25	2	352.5	0	0	1	0	0	1	675465	675915	675915	676170
24	9	146367.0	0	1383.0	915	1851	5	1	2	1	145443	145908	146823	147294
24	9	160940.25	0	57.5	46	69	3	1	2	1	160909	160914	160960	160978
24	9	161613.5	0	20.0	15	25	3	1	2	1	161600	161607	161622	161625
24	9	162493.25	0	33.5	1	66	2	1	2	1	162466	162487	162488	162532
24	9	163125.25	0	28.5	0	57	1	1	2	1	163093	163129	163129	163150
24	9	163931.5	0	147.0	126	168	9	1	2	1	163840	163876	164002	164008
24	9	165617.75	0	12.5	0	25	1	1	2	1	165605	165618	165618	165630
24	9	166096.75	0	43.5	0	87	1	1	2	1	166046	166104	166104	166133
24	9	169731.25	0	38.5	14	63	3	1	2	1	169703	169721	169735	169766
24	9	169892.25	0	20.5	2	39	2	1	2	1	169877	169887	169889	169916
24	9	173245.0	0	45.0	33	57	3	1	2	1	173221	173224	173257	173278
24	9	174002.75	0	110.5	82	139	13	1	2	1	173929	173966	174048	174068
24	9	174553.75	0	13.5	5	22	2	1	2	1	174540	174554	174559	174562
24	9	174727.25	0	51.5	43	60	8	1	2	1	174700	174703	174746	174760
24	9	175076.0	0	28.0	6	50	2	1	2	1	175043	175081	175087	175093
24	9	176203.5	0	144.0	21	267	2	1	2	1	176010	176253	176274	176277
24	9	178409.25	0	30.5	19	42	5	1	2	1	178385	178403	178422	178427
24	9	179139.5	0	162.0	138	186	26	1	2	1	179054	179063	179201	179240
24	9	179666.0	0	21.0	6	36	2	1	2	1	179645	179666	179672	179681
24	9	180441.5	0	171.0	134	208	13	1	2	1	180341	180371	180505	180549
24	9	182656.25	0	14.5	0	29	1	3	1	1	182639	182659	182659	182668
24	9	182676.75	0	11.5	0	23	1	3	1	1	182668	182674	182674	182691
24	9	184646.25	0	88.5	57	120	15	1	2	1	184580	184624	184681	184700
24	9	185298.5	0	44.0	10	78	3	1	2	1	185253	185300	185310	185331
24	9	186629.5	0	30.0	0	60	1	1	2	1	186597	186632	186632	186657
24	9	186954.0	0	51.0	30	72	6	1	2	1	186915	186942	186972	186987
24	9	188181.0	0	42.0	0	84	1	1	2	1	188153	188167	188167	188237
24	9	191914.0	0	7.0	0	14	1	1	2	1	191909	191912	191912	191923
24	9	193388.25	0	6.5	0	13	1	1	2	1	193382	193388	193388	193395
24	9	195819.75	0	194.5	162	227	15	1	2	1	195706	195739	195901	195933
24	9	196047.0	0	15.0	0	30	1	1	2	1	196033	196046	196046	196063
24	9	196227.0	0	30.0	0	60	1	1	2	1	196189	196235	196235	196249
24	9	197924.25	0	22.5	0	45	1	1	2	1	197911	197915	197915	197956
24	9	199665.0	0	47.0	40	54	2	3	1	1	199635	199648	199688	199689
24	9	200414.5	0	31.0	0	62	1	1	2	1	200383	200415	200415	200445
24	9	201856.25	0	22.5	0	45	1	1	2	1	201836	201854	201854	201881
24	9	202791.5	0	92.0	0	184	1	1	2	1	202706	202785	202785	202890
24	9	207836.25	0	44.5	0	89	1	1	2	1	207807	207821	207821	207896
24	9	208502.75	0	51.5	36	67	3	1	2	1	208469	208485	208521	208536
24	9	209042.25	0	49.5	39	60	3	1	2	1	209010	209025	209064	209070
24	9	211099.75	0	45.5	38	53	4	1	2	1	211074	211080	211118	211127
24	9	211175.25	0	82.5	39	126	4	1	2	1	211127	211141	211180	211253
24	9	212022.25	0	60.5	0	121	1	1	2	1	211942	212042	212042	212063
24	9	214235.75	0	42.5	15	70	5	1	2	1	214211	214218	214233	214281
24	9	214314.0	0	9.0	0	18	1	1	2	1	214308	214311	214311	214326
24	9	214491.5	0	26.0	4	48	2	1	2	1	214470	214487	214491	214518
24	9	214773.75	0	37.5	22	53	2	1	2	1	214744	214766	214788	214797
24	9	215016.75	0	67.5	36	99	2	1	2	1	214962	215004	215040	215061
24	9	216543.25	0	18.5	9	28	2	1	2	1	216531	216537	216546	216559
24	9	216753.0	0	2.0	0	4	1	1	2	1	216751	216753	216753	216755
24	9	218604.75	0	61.5	0	123	1	1	2	1	218568	218580	218580	218691
24	9	224507.25	0	22.5	0	45	1	1	2	1	224487	224505	224505	224532
24	9	228805.75	0	52.5	0	105	1	1	2	1	228760	228799	228799	228865
24	9	230855.25	0	9.5	0	19	1	1	2	1	230850	230851	230851	230869
24	9	232184.5	0	57.0	0	114	1	1	2	1	232147	232165	232165	232261
24	9	234482.5	0	90.0	33	147	3	1	2	1	234400	234475	234508	234547
24	9	238308.0	0	231.0	0	462	1	1	2	1	238171	238214	238214	238633
24	9	239223.5	0	29.0	0	58	1	1	2	1	239194	239224	239224	239252
24	9	240045.25	0	75.5	63	88	4	1	2	1	239996	240019	240082	240084
24	9	240471.75	0	163.5	48	279	4	1	2	1	240344	240436	240484	240623
24	9	244632.75	0	49.5	0	99	1	1	2	1	244601	244615	244615	244700
24	9	247123.25	0	65.5	0	131	1	1	2	1	247084	247097	247097	247215
24	9	247273.25	0	36.5	6	67	3	1	2	1	247244	247266	247272	247311
24	9	250146.0	0	25.0	8	42	2	1	2	1	250119	250148	250156	250161
24	9	250199.75	0	67.5	55	80	5	1	2	1	250161	250171	250226	250241
24	9	250393.25	6	83.5	44	123	5	1	2	1	250313	250390	250434	250436
24	9	258474.25	6	195.5	175	216	10	1	2	1	258366	258387	258562	258582
24	9	258593.25	0	13.5	0	27	1	1	2	1	258582	258591	258591	258609
24	9	258853.0	0	16.0	0	32	1	1	2	1	258838	258852	258852	258870
24	9	261635.25	0	58.5	4	113	2	1	2	1	261565	261647	261651	261678
24	9	262163.75	0	111.5	61	162	6	1	2	1	262077	262139	262200	262239
24	9	264841.0	0	93.0	84	102	9	1	2	1	264792	264797	264881	264894
24	9	265111.25	0	92.5	50	135	2	1	2	1	265032	265098	265148	265167
24	9	267664.5	0	32.0	24	40	6	1	2	1	267642	267655	267679	267682
24	9	267686.75	0	4.5	0	9	1	1	2	1	267682	267687	267687	267691
24	9	267700.0	0	12.0	0	24	1	1	2	1	267691	267697	267697	267715
24	9	268680.5	0	45.0	0	90	1	1	2	1	268637	268679	268679	268727
24	9	269828.5	0	15.0	0	30	1	1	2	1	269812	269830	269830	269842
24	9	271485.0	0	60.0	2	118	2	1	2	1	271429	271481	271483	271547
24	9	272858.75	0	240.5	129	352	17	1	2	1	272736	272741	272870	273088
24	9	274668.25	0	35.5	2	69	2	1	2	1	274641	274660	274662	274710
24	9	278408.0	0	21.0	0	42	1	1	2	1	278384	278411	278411	278426
24	9	279936.0	0	87.0	66	108	6	1	2	1	279891	279894	279960	279999
24	9	280011.0	0	9.0	0	18	1	1	2	1	279999	280014	280014	280017
24	9	280159.5	0	57.0	36	78	5	1	2	1	280122	280140	280176	280200
24	9	282611.25	0	34.5	3	66	2	1	2	1	282576	282612	282615	282642
24	9	292184.5	0	24.0	9	39	3	1	2	1	292162	292183	292192	292201
24	9	295745.5	0	118.0	0	236	1	1	2	1	295635	295738	295738	295871
24	9	297120.5	0	65.0	45	85	3	1	2	1	297070	297106	297151	297155
24	9	385789.0	0	78.0	0	156	1	3	2	1	385729	385771	385771	385885
24	9	414650.0	0	131.0	0	262	1	3	2	1	414554	414615	414615	414816
24	9	232245.0	2	64.0	0	0	1	4	0	1	232165	232261	232261	232293
24	9	254690.75	1	1271.5	1241	1302	72	1	0	1	254034	254076	255317	255336
24	9	254690.75	8	1271.5	1241	1302	72	1	0	1	254034	254076	255317	255336
24	10	54965.75	0	223.5	0	447	1	3	2	1	54797	54911	54911	55244
24	10	56274.5	0	40.0	5	75	2	3	2	1	56245	56264	56269	56320
24	10	62267.0	0	498.0	0	996	1	3	2	1	61994	62042	62042	62990
24	10	69681.75	0	561.5	0	1123	1	3	2	1	69359	69443	69443	70482
24	10	72135.75	0	132.5	0	265	1	3	2	1	71978	72161	72161	72243
24	10	75053.75	0	275.5	0	551	1	3	2	1	74884	74948	74948	75435
24	10	76753.5	0	1170.0	0	2340	1	3	2	1	75441	76896	76896	77781
24	10	80184.0	0	75.0	0	150	1	3	2	1	80138	80155	80155	80288
24	10	236701.0	0	105.0	90	120	8	3	2	1	236644	236653	236743	236764
24	10	239774.75	0	8.5	0	17	1	3	2	1	239769	239772	239772	239786
24	10	241306.75	0	7.5	0	15	1	3	2	1	241297	241309	241309	241312
24	10	243846.25	0	78.5	0	157	1	3	2	1	243797	243817	243817	243954
24	10	243975.25	0	28.5	0	57	1	3	2	1	243954	243968	243968	244011
24	10	250477.0	0	28.0	0	56	1	3	2	1	250446	250480	250480	250502
24	10	252505.75	0	24.5	0	49	1	3	2	1	252484	252503	252503	252533
24	10	256733.5	0	27.0	0	54	1	3	2	1	256703	256737	256737	256757
24	10	257112.25	0	10.5	0	21	1	3	2	1	257101	257113	257113	257122
24	10	258604.75	0	44.5	0	89	1	3	2	1	258545	258620	258620	258634
24	10	258874.75	0	23.5	16	31	2	3	2	1	258856	258870	258886	258887
24	10	260878.75	0	40.5	12	69	3	3	2	1	260845	260872	260884	260914
24	10	260952.75	0	50.5	39	62	2	3	2	1	260920	260935	260974	260982
24	10	261682.75	0	109.5	78	141	6	3	2	1	261625	261631	261709	261766
24	10	262727.5	0	51.0	21	81	5	3	2	1	262678	262726	262747	262759
24	10	267596.25	0	12.5	4	21	2	3	2	1	267589	267591	267595	267610
24	10	267686.0	0	34.0	3	65	2	3	2	1	267662	267676	267679	267727
24	10	268174.25	0	25.5	3	48	2	3	2	1	268145	268178	268181	268193
24	10	268497.0	0	122.0	77	167	6	3	2	1	268421	268451	268528	268588
24	10	271386.5	0	39.0	0	78	1	3	2	1	271358	271376	271376	271436
24	10	271938.0	0	70.0	12	128	2	3	2	1	271884	271922	271934	272012
24	10	276594.5	0	10.0	0	20	1	3	2	1	276581	276598	276598	276601
24	10	277789.75	0	92.5	46	139	4	3	2	1	277715	277772	277818	277854
24	10	278735.0	0	64.0	45	83	4	3	2	1	278688	278718	278763	278771
24	10	279020.5	0	95.0	55	135	5	3	2	1	278952	278994	279049	279087
24	10	279370.75	0	51.5	14	89	2	3	2	1	279339	279351	279365	279428
24	10	280797.75	0	32.5	15	50	3	3	2	1	280767	280796	280811	280817
24	10	282250.25	0	46.5	0	93	1	3	2	1	282209	282245	282245	282302
24	10	283022.25	0	40.5	0	81	1	3	2	1	282979	283025	283025	283060
24	10	286226.5	0	51.0	36	66	7	3	2	1	286192	286210	286246	286258
24	10	288383.25	0	68.5	43	94	3	3	2	1	288340	288358	288401	288434
24	10	288715.25	0	22.5	0	45	1	3	2	1	288695	288713	288713	288740
24	10	291637.5	0	64.0	52	76	7	3	2	1	291594	291617	291669	291670
24	10	299429.75	0	13.5	0	27	1	3	2	1	299414	299432	299432	299441
24	10	300612.25	0	12.5	6	19	2	3	2	1	300604	300608	300614	300623
24	10	303380.0	0	18.0	6	30	2	3	2	1	303365	303377	303383	303395
24	10	304913.0	0	10.0	0	20	1	3	2	1	304903	304913	304913	304923
24	10	306115.75	0	125.5	120	131	12	3	2	1	306048	306058	306178	306179
24	10	306239.75	0	1.5	0	3	1	3	2	1	306238	306240	306240	306241
24	10	307454.75	0	15.5	0	31	1	3	2	1	307435	307459	307459	307466
24	10	308669.25	0	55.5	0	111	1	3	2	1	308621	308662	308662	308732
24	10	309478.0	0	30.0	12	48	3	3	2	1	309448	309478	309490	309496
24	10	311498.75	0	41.5	20	63	2	3	2	1	311458	311498	311518	311521
24	10	311955.5	0	72.0	60	84	4	3	2	1	311918	311921	311981	312002
24	10	316582.75	0	17.5	0	35	1	3	2	1	316568	316580	316580	316603
24	10	317054.75	0	127.5	108	147	8	3	2	1	316988	316994	317102	317135
24	10	318166.25	0	76.5	64	89	5	3	2	1	318126	318130	318194	318215
24	10	318788.5	0	13.0	0	26	1	3	2	1	318776	318788	318788	318802
24	10	321939.75	0	12.5	0	25	1	3	2	1	321932	321935	321935	321957
24	10	322697.5	0	78.0	53	103	7	3	2	1	322643	322674	322727	322746
24	10	325092.75	0	107.5	0	215	1	3	2	1	324979	325099	325099	325194
24	10	328700.0	0	41.0	33	49	5	3	2	1	328672	328687	328720	328721
24	10	331409.0	0	108.0	33	183	3	3	2	1	331346	331364	331397	331529
24	10	331940.75	0	40.5	0	81	1	3	2	1	331901	331940	331940	331982
24	10	333775.75	0	44.5	22	67	2	3	2	1	333733	333774	333796	333800
24	10	333809.75	0	17.5	9	26	3	3	2	1	333800	333802	333811	333826
24	10	334708.0	0	24.0	0	48	1	3	2	1	334674	334718	334718	334722
24	10	335359.25	0	100.5	64	137	11	3	2	1	335281	335337	335401	335418
24	10	335450.25	0	12.5	0	25	1	3	2	1	335442	335446	335446	335467
24	10	338120.75	0	48.5	4	93	3	3	2	1	338071	338122	338126	338164
24	10	344952.75	0	33.5	0	67	1	3	2	1	344924	344948	344948	344991
24	10	345303.0	0	106.0	82	130	6	3	2	1	345242	345258	345340	345372
24	10	346773.25	0	16.5	1	32	2	3	2	1	346760	346770	346771	346792
24	10	347020.75	0	25.5	0	51	1	3	2	1	346990	347026	347026	347041
24	10	348143.75	0	42.5	18	67	3	3	2	1	348116	348129	348147	348183
24	10	350252.75	0	28.5	16	41	6	3	2	1	350228	350249	350265	350269
24	10	350717.25	0	65.5	38	93	2	3	2	1	350668	350701	350739	350761
24	10	351024.5	0	98.0	76	120	8	3	2	1	350967	350984	351060	351087
24	10	351247.75	0	19.5	0	39	1	3	2	1	351221	351255	351255	351260
24	10	351639.75	0	4.5	0	9	1	3	2	1	351636	351639	351639	351645
24	10	353867.0	0	90.0	13	167	5	3	2	1	353755	353889	353902	353922
24	10	354626.0	0	30.0	12	48	2	3	2	1	354599	354623	354635	354647
24	10	356135.0	0	6.0	0	12	1	3	2	1	356129	356135	356135	356141
24	10	356169.0	0	13.0	0	26	1	3	2	1	356160	356165	356165	356186
24	10	358147.5	0	120.0	73	167	4	3	2	1	358076	358099	358172	358243
24	10	358499.5	0	29.0	12	46	2	3	2	1	358477	358493	358505	358523
24	10	359120.0	0	105.0	93	117	10	3	2	1	359063	359072	359165	359180
24	10	359550.5	0	78.0	9	147	2	3	2	1	359480	359543	359552	359627
24	10	362092.75	0	50.5	38	63	3	3	2	1	362060	362075	362113	362123
24	10	362678.75	0	25.5	0	51	1	3	2	1	362648	362684	362684	362699
24	10	365503.25	0	34.5	18	51	3	3	2	1	365471	365501	365519	365522
24	10	366080.75	0	37.5	0	75	1	3	2	1	366038	366086	366086	366113
24	10	366350.75	0	32.5	13	52	4	3	2	1	366319	366350	366363	366371
24	10	366692.75	0	151.5	126	177	9	3	2	1	366596	366638	366764	366773
24	10	366917.0	0	24.0	0	48	1	3	2	1	366893	366917	366917	366941
24	10	367146.0	0	92.0	46	138	7	3	2	1	367073	367127	367173	367211
24	10	370208.25	0	73.5	33	114	5	3	2	1	370152	370191	370224	370266
24	10	375881.0	0	48.0	17	79	4	3	2	1	375854	375860	375877	375933
24	10	376066.25	0	10.5	0	21	1	3	2	1	376058	376064	376064	376079
24	10	377115.5	0	88.0	20	156	2	3	2	1	377019	377124	377144	377175
24	10	377577.75	0	112.5	74	151	6	3	2	1	377507	377536	377610	377658
24	10	380461.25	0	31.5	12	51	2	3	2	1	380438	380453	380465	380489
24	10	385154.5	0	8.0	0	16	1	3	2	1	385144	385157	385157	385160
24	10	385484.75	0	36.5	3	70	2	3	2	1	385459	385474	385477	385529
24	10	387231.5	0	8.0	0	16	1	3	2	1	387224	387231	387231	387240
24	10	388347.5	0	42.0	0	84	1	3	2	1	388289	388364	388364	388373
