tetrad#	chr#	pos(bp)	co_type	chromatids	GCasso_tract_len	GCasso_marker#	#GCasso	snp_start_out	snp_start_in	snp_end_in	snp_end_out
12	15	414490.0	0	[2, 4]	0	0	0	414477	414503	414477	414503
12	15	357667.5	0	[1, 2]	0	0	0	349233	366102	349233	366102
12	15	40559.5	0	[1, 2]	0	0	0	18940	62179	18940	62179
12	15	469229.25	1	[1, 3]	345.5	2	1	468978	469135	469250	469554
12	16	40533.0	0	[1, 4]	0	0	0	31079	49987	31079	49987
12	16	697877.5	0	[2, 3]	0	0	0	695687	700068	695687	700068
12	16	605377.0	0	[2, 3]	0	0	0	579217	631537	579217	631537
12	16	881402.75	1	[1, 4]	2977.5	6	1	879598	880230	882647	883136
12	16	182993.0	0	[1, 4]	0	0	0	141202	224784	141202	224784
12	16	533299.75	1	[1, 2]	458.5	1	1	533287	533771	532854	533287
12	16	467045.25	8	[3, 4]	869.5	3	1	466533	466688	466943	468017
12	16	26576.5	0	[3, 4]	0	0	0	22336	30817	22336	30817
13	1	51545.0	0	[1, 2]	0	0	0	39521	63569	39521	63569
13	1	159063.5	0	[1, 2]	0	0	0	157129	160998	157129	160998
13	2	1064367.0	0	[1, 2]	0	0	0	1045293	1083441	1045293	1083441
13	2	911182.0	5	[4, 1]	0	0	0	880434	941930	880434	941930
13	2	911182.0	5	[2, 3]	0	0	0	880434	941930	880434	941930
13	2	42527.5	1	[1, 4]	600.0	2	1	42173	42282	42290	43365
13	2	267129.0	0	[1, 2]	0	0	0	255464	278794	255464	278794
13	2	377835.5	0	[3, 4]	0	0	0	364009	391662	364009	391662
13	2	1268212.0	0	[1, 3]	0	0	0	1265288	1271136	1265288	1271136
13	3	220015.0	0	[2, 3]	0	0	0	216347	223683	216347	223683
13	3	273493.5	0	[2, 3]	0	0	0	263055	283932	263055	283932
13	4	850988.0	0	[1, 3]	0	0	0	848853	853123	848853	853123
13	4	631511.0	0	[2, 3]	0	0	0	588239	674783	588239	674783
13	4	361983.5	0	[1, 2]	0	0	0	348076	375891	348076	375891
13	4	264468.5	0	[1, 3]	0	0	0	244717	284220	244717	284220
13	5	60279.0	1	[1, 4]	1892.0	4	1	60511	61939	58845	59821
13	5	235684.0	0	[3, 4]	0	0	0	228805	242563	228805	242563
13	5	516839.25	1	[1, 3]	3551.5	15	1	518234	518996	513217	516910
13	6	418158.0	0	[2, 4]	0	0	0	390766	445550	390766	445550
13	6	149670.0	1	[1, 4]	676.0	4	1	149090	149574	149773	150243
13	6	343306.0	0	[2, 4]	0	0	0	341970	344642	341970	344642
13	7	943983.25	1	[3, 4]	436.5	1	1	943584	943946	943946	944457
13	7	384460.0	0	[2, 3]	0	0	0	375641	393279	375641	393279
13	7	601772.5	0	[2, 3]	0	0	0	601451	602094	601451	602094
13	7	113767.0	0	[1, 3]	0	0	0	108432	119102	108432	119102
13	7	316744.0	1	[2, 3]	1071.0	2	1	316877	317682	316140	316277
13	7	839940.5	0	[2, 4]	0	0	0	815725	864156	815725	864156
13	7	445485.75	1	[1, 4]	5995.5	1	1	442138	442838	442838	454129
13	8	175153.0	0	[1, 3]	0	0	0	174121	176185	174121	176185
13	8	56127.0	8	[1, 4]	3281.0	6	1	57115	58420	54421	54552
13	8	133120.0	0	[1, 2]	0	0	0	118236	148004	118236	148004
13	8	560245.5	1	[2, 4]	490.0	1	1	560342	560639	559659	560342
13	9	392296.75	1	[2, 4]	1036.5	3	1	392144	393486	391668	391889
13	9	336531.5	0	[1, 2]	0	0	0	315334	357729	315334	357729
13	9	57044.0	0	[1, 2]	0	0	0	37580	76508	37580	76508
13	10	98848.0	0	[2, 3]	0	0	0	95602	102094	95602	102094
13	10	456550.0	0	[3, 4]	0	0	0	430442	482658	430442	482658
13	10	629729.0	0	[3, 4]	0	0	0	604722	654736	604722	654736
13	10	806632.0	0	[3, 4]	0	0	0	806459	806805	806459	806805
13	10	965601.0	0	[1, 3]	0	0	0	964465	966737	964465	966737
13	11	370361.0	0	[1, 2]	0	0	0	369898	370824	369898	370824
13	11	554017.5	0	[1, 2]	0	0	0	542329	565706	542329	565706
13	11	467843.0	0	[1, 2]	0	0	0	435879	499807	435879	499807
13	11	66023.5	0	[2, 4]	0	0	0	49580	82467	49580	82467
13	12	323238.5	0	[2, 4]	0	0	0	323132	323345	323132	323345
13	12	173546.5	0	[3, 4]	0	0	0	145781	201312	145781	201312
13	12	58317.0	2	[2, 3]	13609.5	0	0	44718	71916	44718	71916
13	13	898754.25	1	[2, 4]	1042.5	1	1	898953	899598	897513	898953
13	13	556183.5	0	[3, 4]	0	0	0	540144	572223	540144	572223
13	13	791568.5	0	[1, 2]	0	0	0	788657	794480	788657	794480
13	13	136112.0	0	[3, 4]	0	0	0	103864	168360	103864	168360
13	13	364705.5	0	[1, 2]	0	0	0	331735	397676	331735	397676
13	14	703110.0	0	[2, 3]	0	0	0	697751	708469	697751	708469
13	14	630092.0	0	[1, 4]	0	0	0	629812	630372	629812	630372
13	14	93823.0	0	[1, 3]	0	0	0	85509	102137	85509	102137
13	14	220425.5	0	[2, 3]	0	0	0	211869	228982	211869	228982
13	15	163216.5	0	[1, 2]	0	0	0	136222	190211	136222	190211
13	15	40559.5	2	[2, 4]	22184.5	0	0	18940	62179	18940	62179
13	15	451263.0	0	[1, 3]	0	0	0	435311	467215	435311	467215
13	15	680495.5	0	[2, 3]	0	0	0	670632	690359	670632	690359
13	15	306689.0	0	[2, 3]	0	0	0	306380	306998	306380	306998
13	15	581575.5	0	[3, 4]	0	0	0	580941	582210	580941	582210
13	16	26576.5	0	[1, 4]	0	0	0	22336	30817	22336	30817
13	16	461305.0	0	[2, 3]	0	0	0	456570	466040	456570	466040
13	16	30948.0	0	[2, 3]	0	0	0	30817	31079	30817	31079
13	16	182993.0	0	[2, 4]	0	0	0	141202	224784	141202	224784
13	16	404780.5	0	[1, 3]	0	0	0	394119	415442	394119	415442
13	16	706839.0	1	[1, 4]	3083.0	2	1	707295	709466	703467	707128
14	1	51545.0	0	[1, 3]	0	0	0	39521	63569	39521	63569
14	1	162598.0	1	[2, 4]	1406.0	12	1	161779	162011	163283	163319
14	2	254874.0	0	[1, 2]	0	0	0	254284	255464	254284	255464
14	2	641585.0	0	[2, 3]	0	0	0	640167	643003	640167	643003
14	2	911182.0	0	[1, 4]	0	0	0	880434	941930	880434	941930
14	2	1092412.25	1	[1, 2]	7018.5	1	1	1094365	1097478	1083441	1094365
14	2	65476.5	0	[1, 2]	0	0	0	44979	85974	44979	85974
14	2	1268212.0	0	[3, 4]	0	0	0	1265288	1271136	1265288	1271136
14	3	220015.0	0	[3, 4]	0	0	0	216347	223683	216347	223683
14	3	75760.0	0	[2, 4]	0	0	0	75384	76136	75384	76136
14	3	168920.5	0	[2, 3]	0	0	0	158096	179745	158096	179745
14	4	663357.75	1	[3, 4]	63693.5	1	1	588239	674783	674783	715626
14	4	346160.5	0	[1, 2]	0	0	0	344245	348076	344245	348076
14	4	728118.0	0	[3, 4]	0	0	0	715626	740610	715626	740610
14	4	553232.75	1	[3, 4]	16534.5	4	1	544089	545842	545970	577030
14	4	264468.5	0	[1, 2]	0	0	0	244717	284220	244717	284220
14	5	39884.25	1	[1, 3]	12169.5	7	1	45557	46381	23243	44356
14	5	326839.0	0	[1, 3]	0	0	0	310053	343625	310053	343625
14	5	406702.5	0	[1, 2]	0	0	0	380025	433380	380025	433380
14	5	17273.0	1	[1, 3]	2130.0	4	1	17820	18856	15364	17052
14	5	198952.0	0	[1, 3]	0	0	0	169099	228805	169099	228805
14	6	173061.0	0	[3, 4]	0	0	0	153304	192818	153304	192818
14	6	253675.0	0	[3, 4]	0	0	0	253528	253822	253528	253822
14	6	78216.0	1	[1, 3]	8833.0	14	1	69747	77852	82617	82648
14	6	418158.0	0	[2, 3]	0	0	0	390766	445550	390766	445550
14	6	226810.5	1	[1, 2]	3445.0	22	1	224380	225796	227282	229784
14	6	488331.25	1	[1, 3]	1844.5	2	1	486494	488324	488459	490048
14	7	82268.0	3	[2, 4]	62998.0	328	1	108432	119102	50768	50770
14	7	440438.75	3	[1, 2]	1218.5	3	1	440957	441139	438732	440927
14	7	174176.5	0	[1, 2]	0	0	0	157149	191204	157149	191204
14	7	839940.5	0	[2, 3]	0	0	0	815725	864156	815725	864156
14	7	725414.75	1	[2, 4]	414.5	2	1	725035	725380	725463	725781
14	8	762724.0	0	[1, 4]	0	0	0	748695	776753	748695	776753
14	8	90360.0	0	[1, 3]	0	0	0	89649	91071	89649	91071
14	8	563961.5	0	[1, 3]	0	0	0	563237	564686	563237	564686
14	8	278717.5	0	[2, 3]	0	0	0	278236	279199	278236	279199
14	8	426063.0	0	[3, 4]	0	0	0	416468	435658	416468	435658
14	8	203544.0	0	[2, 4]	0	0	0	202369	204719	202369	204719
14	9	135327.0	0	[3, 4]	0	0	0	134428	136226	134428	136226
14	10	591203.5	0	[1, 4]	0	0	0	590445	591962	590445	591962
14	10	498303.0	1	[3, 4]	801.0	2	1	497325	498480	498678	498729
14	10	70733.5	1	[3, 4]	1626.0	4	1	69359	70482	71176	71917
14	10	662703.0	8	[2, 3]	801.0	1	1	662487	663720	662118	662487
14	11	336681.0	1	[1, 3]	5451.0	16	1	333721	334190	338607	340206
14	11	515543.0	0	[2, 4]	0	0	0	511039	520047	511039	520047
14	12	78722.25	1	[2, 4]	8952.5	8	1	74131	74361	76808	89589
14	12	342671.5	0	[1, 2]	0	0	0	342347	342996	342347	342996
14	13	136112.0	0	[3, 4]	0	0	0	103864	168360	103864	168360
14	13	804105.5	0	[1, 4]	0	0	0	803204	805007	803204	805007
14	13	576046.5	0	[3, 4]	0	0	0	574407	577686	574407	577686
14	13	364705.5	0	[1, 2]	0	0	0	331735	397676	331735	397676
14	13	286177.5	0	[3, 4]	0	0	0	271896	300459	271896	300459
14	13	704721.0	0	[1, 4]	0	0	0	668196	741246	668196	741246
14	14	135899.0	0	[3, 4]	0	0	0	131899	139899	131899	139899
14	14	671635.0	0	[2, 4]	0	0	0	671011	672259	671011	672259
14	15	733275.0	0	[1, 2]	0	0	0	710652	755898	710652	755898
14	15	485344.0	0	[1, 2]	0	0	0	470609	500079	470609	500079
14	16	787193.5	0	[2, 4]	0	0	0	760033	814354	760033	814354
14	16	490834.5	0	[1, 3]	0	0	0	471074	510595	471074	510595
14	16	350372.5	0	[2, 3]	0	0	0	350142	350603	350142	350603
14	16	182993.0	0	[3, 4]	0	0	0	141202	224784	141202	224784
15	1	51545.0	0	[1, 3]	0	0	0	39521	63569	39521	63569
15	2	65476.5	0	[3, 4]	0	0	0	44979	85974	44979	85974
15	2	39627.75	1	[2, 3]	2590.5	6	1	40784	41062	37737	38928
15	2	586932.5	1	[2, 4]	4481.0	5	1	588433	589913	583440	585944
15	2	841718.0	0	[2, 3]	0	0	0	833641	849795	833641	849795
15	2	1177387.5	0	[2, 3]	0	0	0	1121925	1232850	1121925	1232850
15	2	1268212.0	0	[1, 4]	0	0	0	1265288	1271136	1265288	1271136
15	3	220015.0	0	[3, 4]	0	0	0	216347	223683	216347	223683
15	4	631511.0	0	[3, 4]	0	0	0	588239	674783	588239	674783
15	4	346160.5	0	[2, 4]	0	0	0	344245	348076	344245	348076
15	4	32377.5	0	[1, 3]	0	0	0	24844	39911	24844	39911
15	5	68332.25	1	[3, 4]	14214.5	6	1	60511	61939	64042	86837
15	5	307245.5	0	[1, 2]	0	0	0	306827	307664	306827	307664
15	5	198952.0	0	[1, 2]	0	0	0	169099	228805	169099	228805
15	6	418158.0	0	[2, 4]	0	0	0	390766	445550	390766	445550
15	6	199218.25	3	[1, 4]	7991.5	6	1	193947	196498	197209	209219
15	6	163031.0	1	[1, 2]	20060.0	2	1	152776	153226	153304	192818
15	7	28115.0	0	[2, 3]	0	0	0	17205	39025	17205	39025
15	7	384460.0	0	[3, 4]	0	0	0	375641	393279	375641	393279
15	7	653403.0	0	[3, 4]	0	0	0	652696	654110	652696	654110
15	7	784296.0	0	[2, 3]	0	0	0	783509	785083	783509	785083
15	8	221466.0	1	[1, 2]	3309.0	23	1	219498	220125	223020	223221
15	8	738720.0	1	[1, 3]	943.0	1	1	737416	739081	739081	739302
15	8	779750.5	0	[2, 4]	0	0	0	778944	780557	778944	780557
15	8	35548.5	0	[1, 3]	0	0	0	16824	54273	16824	54273
15	8	393248.5	0	[1, 2]	0	0	0	370029	416468	370029	416468
15	9	265590.0	1	[1, 2]	5807.0	319	1	268435	268552	262587	262786
15	10	88069.5	0	[1, 2]	0	0	0	87223	88916	87223	88916
15	10	678299.25	1	[2, 4]	2644.5	8	1	679341	679902	676188	677766
15	11	438361.25	1	[3, 4]	58963.5	1	1	381880	435879	435879	499807
15	11	515543.0	0	[1, 2]	0	0	0	511039	520047	511039	520047
15	12	323371.75	1	[1, 2]	266.5	1	1	323345	323665	323132	323345
15	12	58317.0	0	[1, 3]	0	0	0	44718	71916	44718	71916
15	13	136112.0	0	[1, 2]	0	0	0	103864	168360	103864	168360
15	13	770893.0	0	[2, 3]	0	0	0	753129	788657	753129	788657
15	13	615421.0	0	[1, 3]	0	0	0	587425	643417	587425	643417
15	14	121216.75	1	[2, 4]	568.5	1	1	121342	121660	120523	121342
15	15	163216.5	0	[3, 4]	0	0	0	136222	190211	136222	190211
15	15	271886.0	0	[1, 2]	0	0	0	262379	281393	262379	281393
15	15	733275.0	0	[1, 2]	0	0	0	710652	755898	710652	755898
15	15	40559.5	0	[1, 2]	0	0	0	18940	62179	18940	62179
15	16	96355.0	0	[2, 4]	0	0	0	96038	96672	96038	96672
15	16	846687.5	4	[1, 2]	5118.0	11	0	844114	844143	849754	852463
15	16	461305.0	0	[2, 4]	0	0	0	456570	466040	456570	466040
15	16	182993.0	0	[2, 4]	0	0	0	141202	224784	141202	224784
15	16	26576.5	0	[3, 4]	0	0	0	22336	30817	22336	30817
15	16	518388.5	2	[2, 4]	8592.0	0	0	510595	526182	510595	526182
16	1	51545.0	0	[1, 4]	0	0	0	39521	63569	39521	63569
16	1	157983.25	1	[2, 4]	2160.5	1	1	156677	157129	157129	160998
16	2	772840.0	0	[1, 4]	0	0	0	732451	813229	732451	813229
16	2	1177387.5	0	[2, 3]	0	0	0	1121925	1232850	1121925	1232850
16	2	1064367.0	0	[1, 4]	0	0	0	1045293	1083441	1045293	1083441
16	2	100615.0	0	[3, 4]	0	0	0	98620	102610	98620	102610
16	2	429325.25	1	[2, 3]	752.5	15	1	429514	429889	428943	428955
16	2	841718.0	0	[2, 3]	0	0	0	833641	849795	833641	849795
16	2	158801.5	1	[1, 3]	4833.0	11	1	155674	157096	160742	161694
16	3	220015.0	0	[2, 4]	0	0	0	216347	223683	216347	223683
16	3	273493.5	5	[1, 4]	0	0	0	263055	283932	263055	283932
16	3	273493.5	5	[2, 3]	0	0	0	263055	283932	263055	283932
16	3	147102.5	0	[1, 3]	0	0	0	136109	158096	136109	158096
16	4	397902.0	0	[2, 3]	0	0	0	380323	415481	380323	415481
16	4	219745.0	1	[1, 2]	3821.0	11	1	217546	218123	220687	222624
16	4	631511.0	0	[3, 4]	0	0	0	588239	674783	588239	674783
16	4	119794.0	0	[1, 2]	0	0	0	119301	120287	119301	120287
16	4	479394.5	0	[1, 3]	0	0	0	418704	540085	418704	540085
16	5	517422.25	1	[1, 4]	429.5	3	1	517565	517709	516910	517505
16	5	48847.0	1	[2, 3]	1119.0	1	1	48832	49981	47743	48832
16	5	302260.5	0	[1, 2]	0	0	0	297706	306815	297706	306815
16	5	198952.0	0	[1, 3]	0	0	0	169099	228805	169099	228805
16	6	132059.25	1	[2, 3]	1221.5	8	1	132473	132867	130819	132078
16	6	173061.0	0	[1, 4]	0	0	0	153304	192818	153304	192818
16	6	21905.5	0	[2, 4]	0	0	0	21388	22423	21388	22423
16	7	704617.5	1	[1, 3]	928.0	2	1	704863	705300	703446	704861
16	7	839940.5	0	[3, 4]	0	0	0	815725	864156	815725	864156
16	7	384460.0	0	[1, 4]	0	0	0	375641	393279	375641	393279
16	7	769122.5	0	[3, 4]	0	0	0	754736	783509	754736	783509
16	7	28115.0	0	[2, 3]	0	0	0	17205	39025	17205	39025
16	7	174176.5	0	[1, 4]	0	0	0	157149	191204	157149	191204
16	7	246207.0	0	[1, 4]	0	0	0	222178	270236	222178	270236
16	7	754330.5	0	[1, 2]	0	0	0	754066	754595	754066	754595
16	8	575920.0	0	[2, 3]	0	0	0	575291	576549	575291	576549
16	8	35548.5	0	[2, 4]	0	0	0	16824	54273	16824	54273
16	8	221999.75	1	[1, 3]	4376.5	26	1	219498	220125	224077	224299
16	8	361306.5	0	[3, 4]	0	0	0	354757	367856	354757	367856
16	9	133560.0	0	[3, 4]	0	0	0	132692	134428	132692	134428
16	9	409654.0	0	[1, 3]	0	0	0	408964	410344	408964	410344
16	9	245115.5	0	[1, 4]	0	0	0	244940	245291	244940	245291
16	9	92106.0	1	[2, 4]	2515.0	5	1	90334	91363	92874	93853
16	10	233456.0	0	[1, 3]	0	0	0	231775	235137	231775	235137
16	10	112519.0	0	[2, 3]	0	0	0	102094	122944	102094	122944
16	10	456550.0	0	[1, 2]	0	0	0	430442	482658	430442	482658
16	10	796807.0	3	[1, 2]	428.0	1	1	796428	796758	796758	797284
16	10	581533.0	0	[1, 2]	0	0	0	581471	581595	581471	581595
16	10	720470.5	0	[1, 2]	0	0	0	690358	750583	690358	750583
16	10	954411.0	0	[2, 4]	0	0	0	945381	963441	945381	963441
16	11	408879.5	0	[1, 3]	0	0	0	381880	435879	381880	435879
16	11	271952.0	0	[1, 2]	0	0	0	270554	273350	270554	273350
16	11	39602.0	1	[3, 4]	7322.0	3	1	35368	36514	36946	49580
16	12	173546.5	0	[2, 3]	0	0	0	145781	201312	145781	201312
16	12	310582.0	0	[3, 4]	0	0	0	301138	320026	301138	320026
16	12	58317.0	0	[2, 3]	0	0	0	44718	71916	44718	71916
16	13	136112.0	0	[2, 4]	0	0	0	103864	168360	103864	168360
16	13	840406.0	1	[3, 4]	3164.0	6	1	841376	842600	838535	839113
16	13	536047.25	6	[4, 3]	1305.5	1	1	535096	535693	535693	537707
16	13	536700.0	6	[1, 2]	0.0	0	0	535693	537707	535693	537707
16	13	458314.5	0	[1, 3]	0	0	0	425180	491449	425180	491449
16	14	58203.5	0	[1, 3]	0	0	0	57603	58804	57603	58804
16	14	232697.5	0	[1, 3]	0	0	0	229517	235878	229517	235878
16	14	694059.0	0	[1, 3]	0	0	0	690461	697657	690461	697657
16	15	546347.75	1	[1, 3]	650.5	1	1	545531	546514	546514	546832
16	15	357667.5	0	[2, 3]	0	0	0	349233	366102	349233	366102
16	15	451263.0	0	[1, 2]	0	0	0	435311	467215	435311	467215
16	15	261963.5	0	[2, 4]	0	0	0	261815	262112	261815	262112
16	16	352003.0	1	[1, 4]	2350.0	1	1	351041	355315	350615	351041
16	16	681779.75	1	[2, 4]	592.5	1	1	681113	681854	681854	682298
16	16	182993.0	0	[1, 4]	0	0	0	141202	224784	141202	224784
16	16	770483.75	1	[3, 4]	33419.5	11	1	750744	756804	760033	814354
16	16	89256.5	0	[1, 3]	0	0	0	83089	95424	83089	95424
16	16	26576.5	0	[1, 2]	0	0	0	22336	30817	22336	30817
17	1	159063.5	0	[1, 4]	0	0	0	157129	160998	157129	160998
17	2	285981.0	0	[1, 2]	0	0	0	280750	291212	280750	291212
17	2	646058.5	1	[2, 3]	264.0	1	1	646111	646270	645742	646111
17	2	596910.0	1	[3, 4]	360.0	2	1	596667	596793	596981	597199
17	2	173563.75	1	[2, 3]	862.5	3	1	173644	174346	172990	173275
17	2	698211.5	1	[1, 3]	1474.0	30	1	697400	697549	698895	699002
17	2	1177387.5	0	[2, 3]	0	0	0	1121925	1232850	1121925	1232850
17	2	1005427.5	1	[2, 4]	7054.0	27	1	1000938	1002863	1008866	1009043
17	3	220015.0	0	[1, 3]	0	0	0	216347	223683	216347	223683
17	3	260331.5	3	[2, 3]	3562.0	10	1	257025	260076	261726	262499
17	3	113838.0	0	[1, 4]	0	0	0	111918	115758	111918	115758
17	3	180687.25	1	[2, 4]	1274.5	19	1	179890	180210	180980	181669
17	4	79836.5	1	[3, 4]	453.0	1	1	79913	80213	79307	79913
17	4	837306.25	1	[2, 4]	1792.5	4	1	837624	838781	835862	836958
17	4	914038.0	1	[1, 3]	199.0	15	1	914117	914158	913922	913955
17	4	631511.0	0	[2, 3]	0	0	0	588239	674783	588239	674783
17	4	32377.5	0	[3, 4]	0	0	0	24844	39911	24844	39911
17	4	361983.5	0	[3, 4]	0	0	0	348076	375891	348076	375891
17	5	506480.0	0	[2, 3]	0	0	0	503914	509046	503914	509046
17	5	39348.0	1	[2, 3]	11097.0	2	1	44513	45280	23243	44356
17	5	361825.0	0	[1, 2]	0	0	0	343625	380025	343625	380025
17	5	198952.0	0	[1, 2]	0	0	0	169099	228805	169099	228805
17	6	355934.75	1	[3, 4]	1065.5	3	1	356176	356759	354759	356045
17	6	418158.0	0	[3, 4]	0	0	0	390766	445550	390766	445550
17	6	199218.25	3	[3, 4]	7991.5	6	1	197209	209219	193947	196498
17	7	927331.0	1	[3, 4]	732.0	2	1	927316	928078	926812	927118
17	7	174176.5	0	[2, 3]	0	0	0	157149	191204	157149	191204
17	7	437343.25	1	[2, 3]	1277.5	2	1	436574	436835	437469	438495
17	7	582931.0	1	[2, 3]	1489.0	25	1	581970	582403	583638	583713
17	7	10884.5	0	[2, 3]	0	0	0	4564	17205	4564	17205
17	7	704821.75	1	[1, 4]	1336.5	4	1	703446	704861	705321	705659
17	8	213434.0	0	[2, 3]	0	0	0	207629	219239	207629	219239
17	8	457527.5	0	[3, 4]	0	0	0	457218	457837	457218	457837
17	8	342425.25	1	[2, 4]	1781.5	3	1	340650	342419	342846	343786
17	8	515632.75	1	[1, 2]	2099.5	8	1	514465	514701	516477	516888
17	8	426063.0	0	[1, 2]	0	0	0	416468	435658	416468	435658
17	9	336531.5	0	[3, 4]	0	0	0	315334	357729	315334	357729
17	10	191963.0	1	[3, 4]	915.0	7	1	192290	192551	191483	191528
17	10	98848.0	0	[2, 3]	0	0	0	95602	102094	95602	102094
17	10	484915.25	1	[1, 3]	2199.5	4	1	482944	484687	485635	486395
17	10	629729.0	0	[1, 4]	0	0	0	604722	654736	604722	654736
17	11	149876.5	0	[2, 3]	0	0	0	142031	157722	142031	157722
17	11	467843.0	0	[1, 2]	0	0	0	435879	499807	435879	499807
17	11	533618.5	0	[2, 4]	0	0	0	530118	537119	530118	537119
17	11	600536.5	1	[2, 3]	1632.0	2	1	601002	601703	598563	600878
17	12	173546.5	0	[1, 2]	0	0	0	145781	201312	145781	201312
17	12	310582.0	0	[1, 3]	0	0	0	301138	320026	301138	320026
17	12	58317.0	0	[1, 4]	0	0	0	44718	71916	44718	71916
17	13	889502.25	1	[1, 2]	839.5	1	1	888518	889647	889647	890197
17	13	458314.5	0	[3, 4]	0	0	0	425180	491449	425180	491449
17	13	726222.5	1	[1, 2]	43003.0	7	1	668196	741246	742476	752972
17	13	78463.75	1	[1, 4]	4491.5	279	1	80687	80732	76195	76241
17	13	293738.0	1	[3, 4]	15121.0	3	1	300911	301686	271896	300459
17	14	644265.0	1	[1, 2]	2510.0	5	1	644850	646190	642017	644003
17	14	36866.5	0	[2, 3]	0	0	0	36104	37629	36104	37629
17	15	163216.5	0	[3, 4]	0	0	0	136222	190211	136222	190211
17	15	485344.0	0	[2, 4]	0	0	0	470609	500079	470609	500079
17	15	697518.25	1	[2, 3]	1033.5	3	1	696790	697213	697768	698302
17	15	357667.5	0	[1, 2]	0	0	0	349233	366102	349233	366102
17	16	122484.0	0	[1, 3]	0	0	0	113880	131088	113880	131088
17	16	490834.5	0	[2, 3]	0	0	0	471074	510595	471074	510595
17	16	26576.5	0	[1, 3]	0	0	0	22336	30817	22336	30817
17	16	787193.5	0	[1, 2]	0	0	0	760033	814354	760033	814354
18	1	51545.0	0	[1, 4]	0	0	0	39521	63569	39521	63569
18	1	174360.5	0	[1, 4]	0	0	0	174242	174479	174242	174479
18	2	370310.0	1	[2, 3]	15051.0	2	1	364009	391662	361593	363976
18	2	911182.0	0	[2, 4]	0	0	0	880434	941930	880434	941930
18	2	1030213.75	1	[2, 4]	8251.5	11	1	1025875	1026301	1031490	1037189
18	2	156828.25	1	[1, 3]	886.5	2	1	157165	157378	155674	157096
18	2	841718.0	0	[1, 3]	0	0	0	833641	849795	833641	849795
18	2	675766.5	0	[3, 4]	0	0	0	655701	695832	655701	695832
18	2	1096964.25	1	[1, 3]	2085.5	1	1	1094365	1097478	1097478	1098536
18	2	1268212.0	0	[2, 4]	0	0	0	1265288	1271136	1265288	1271136
18	3	220015.0	0	[1, 2]	0	0	0	216347	223683	216347	223683
18	3	123271.0	0	[2, 4]	0	0	0	122625	123917	122625	123917
18	4	561500.0	0	[1, 3]	0	0	0	545970	577030	545970	577030
18	4	859554.5	0	[1, 4]	0	0	0	853456	865653	853456	865653
18	4	479394.5	0	[1, 3]	0	0	0	418704	540085	418704	540085
18	4	84971.0	0	[2, 4]	0	0	0	84644	85298	84644	85298
18	5	406702.5	2	[1, 3]	28770.5	0	0	380025	433380	380025	433380
18	5	235684.0	0	[2, 4]	0	0	0	228805	242563	228805	242563
18	5	9971.0	0	[1, 2]	0	0	0	7910	12032	7910	12032
18	5	33799.5	0	[1, 3]	0	0	0	23243	44356	23243	44356
18	6	231491.5	1	[1, 4]	1424.0	6	1	231937	232470	230387	231172
18	6	141633.25	1	[1, 4]	1971.5	11	1	140428	140867	142398	142840
18	6	449591.0	0	[1, 4]	0	0	0	449150	450032	449150	450032
18	7	28115.0	0	[2, 3]	0	0	0	17205	39025	17205	39025
18	7	464426.0	1	[1, 3]	2259.0	1	1	464266	466845	462327	464266
18	7	1003078.0	1	[2, 4]	285.0	4	1	1002847	1003024	1003123	1003318
18	7	580647.5	0	[2, 4]	0	0	0	580291	581004	580291	581004
18	7	174176.5	0	[1, 2]	0	0	0	157149	191204	157149	191204
18	8	746303.5	0	[2, 4]	0	0	0	743912	748695	743912	748695
18	8	133120.0	0	[1, 3]	0	0	0	118236	148004	118236	148004
18	8	35548.5	0	[1, 2]	0	0	0	16824	54273	16824	54273
18	8	64436.0	0	[1, 3]	0	0	0	64101	64771	64101	64771
18	9	137324.25	1	[2, 4]	3994.5	1	1	134428	136226	136226	142417
18	9	376988.0	1	[1, 3]	931.0	1	1	376299	376746	376746	378161
18	10	552763.75	1	[2, 4]	19223.5	13	1	546058	578693	543000	543304
18	10	456550.0	0	[2, 4]	0	0	0	430442	482658	430442	482658
18	10	680554.25	1	[1, 2]	551.5	1	1	679968	680589	680589	681071
18	10	235375.5	0	[2, 4]	0	0	0	235137	235614	235137	235614
18	10	982198.5	0	[3, 4]	0	0	0	981444	982953	981444	982953
18	10	895375.5	0	[3, 4]	0	0	0	894368	896383	894368	896383
18	11	508457.0	0	[2, 4]	0	0	0	508003	508911	508003	508911
18	11	467843.0	0	[1, 3]	0	0	0	435879	499807	435879	499807
18	11	88543.5	0	[2, 3]	0	0	0	82467	94620	82467	94620
18	11	562115.0	1	[1, 3]	16195.0	18	1	566948	573477	542329	565706
18	12	328992.25	1	[1, 3]	429.5	2	1	328512	329043	329049	329365
18	12	249772.0	0	[1, 3]	0	0	0	249352	250192	249352	250192
18	12	58317.0	0	[1, 4]	0	0	0	44718	71916	44718	71916
18	13	136112.0	0	[1, 3]	0	0	0	103864	168360	103864	168360
18	13	364705.5	0	[1, 4]	0	0	0	331735	397676	331735	397676
18	13	317675.75	1	[1, 4]	3566.5	10	1	315807	315978	319267	319651
18	13	655806.5	0	[1, 2]	0	0	0	643417	668196	643417	668196
18	13	840848.5	1	[1, 3]	2279.0	5	1	839113	840305	841376	842600
18	13	458314.5	0	[1, 4]	0	0	0	425180	491449	425180	491449
